customer_id,gender,age,country,pages_visited,session_time,purchased,product_clicked,product_category,price
42132892-bea8-452e-8084-dc5c1ebea63c,Male,47,Malta,14,26.75,0,Republican,Home,0.0
08178884-6e8e-4b2b-a9e1-068586814549,Female,43,Ethiopia,8,5.71,0,water,Electronics,0.0
0c9ef8d1-e604-4169-957e-17c60f08b6b7,Female,32,South Africa,6,24.42,1,modern,Electronics,280.92
e9ab6db5-457c-4d45-b0b9-6ad01dd8d2e3,Male,47,Saint Martin,5,24.34,1,executive,Home,308.26
c64025ff-0c5f-4876-b3a2-7ff73b254efb,Female,53,Vanuatu,15,27.07,1,meeting,Home,133.3
0a802d48-db8f-4afb-a705-85184945b044,Male,58,Malta,9,23.33,1,include,Clothing,140.93
96e65a1a-29ba-4814-a611-a82c7a69726e,Male,63,Portugal,10,8.18,1,history,Books,447.05
1e3c7758-7b9d-4ed5-9593-7aaea772f389,Male,26,Saint Vincent and the Grenadines,5,8.09,0,likely,Clothing,0.0
df360506-9d60-4d54-bb1a-6ef1010e8b98,Male,44,Vanuatu,14,10.93,1,character,Home,35.82
8a02bb2b-09c8-4024-94f7-7527824bf319,Female,42,Seychelles,19,28.46,0,recognize,Beauty,0.0
a07df4a4-33aa-476b-8b7e-3a1d21eec099,Female,48,Egypt,1,28.37,1,large,Home,427.46
2df1caad-2132-4a33-847b-13d0648df607,Female,52,Spain,18,24.3,0,remain,Home,0.0
db7b4f47-43d9-4485-aa56-90b09931b12e,Male,35,Bolivia,14,15.34,1,walk,Books,336.09
cea51226-4978-4232-be2c-21be15e2f488,Female,64,Nepal,6,25.45,0,in,Beauty,0.0
33c1efd8-a2a9-4cce-8b0c-cdcf1c94bff7,Male,43,Saudi Arabia,19,17.59,0,probably,Electronics,0.0
e5312adb-0e99-4569-9ca9-12fdf6d3dd32,Female,26,Congo,15,6.68,1,huge,Home,167.04
e938214c-6372-4b5b-b15c-8d584b375334,Female,38,Senegal,11,23.2,1,move,Books,377.24
43390664-6733-4e9d-833c-416e5352b49e,Female,34,Guyana,3,14.9,0,way,Books,0.0
6f8f69dc-a4c3-4610-a7f3-59cf83219446,Male,59,Western Sahara,3,23.77,0,police,Electronics,0.0
55f93405-3867-4982-ba43-6db8b7754573,Male,30,Mayotte,1,19.21,0,interesting,Clothing,0.0
71d51f71-ac03-420c-a71a-0068f6156250,Female,60,Guinea,4,17.57,0,society,Home,0.0
f100c88e-715e-463e-a54f-8060663948f7,Female,41,Moldova,6,18.77,0,adult,Clothing,0.0
06e0e1ff-cdbb-4b8e-9ad4-5e6dca2366b6,Female,24,Bahamas,19,2.23,1,wind,Beauty,340.29
af33f12f-b0cb-40ba-ab8d-6fbd82b9b849,Female,43,Tanzania,7,3.67,0,land,Electronics,0.0
d458b876-5b24-402a-9848-1e9dc83804ae,Female,61,Azerbaijan,20,24.46,0,long,Books,0.0
6e41c95a-b579-4fa8-9966-63e0f1e544c4,Female,60,Vanuatu,12,3.47,1,grow,Electronics,425.54
879d65dd-a165-4d0a-a5e0-965fee27ce82,Female,24,Ghana,14,28.88,1,author,Clothing,220.57
64933ecf-3dcf-4fd6-9062-d86c0bed71f9,Female,57,British Virgin Islands,18,23.58,1,along,Home,413.74
ab9531fa-8455-478d-b575-f5948d716a5f,Female,38,Ethiopia,8,25.18,0,reduce,Books,0.0
c449e8fc-28d3-4981-9dd2-9dac4564e88b,Female,33,Libyan Arab Jamahiriya,15,17.74,1,election,Books,19.21
a7081770-85ab-4b34-95f7-bee74a076ac8,Female,29,Guinea-Bissau,16,7.55,1,end,Books,143.43
bd7b846a-26f4-4837-8a5d-873a9dc0ee9d,Female,53,Cameroon,1,16.22,0,remember,Electronics,0.0
822f7209-97f9-41e2-9d7b-410bfaebd28f,Male,64,Saint Vincent and the Grenadines,14,15.42,0,throughout,Home,0.0
97364152-fcdc-4a66-aa21-40a09fdf56ad,Female,46,United Kingdom,1,4.15,0,resource,Home,0.0
d0757974-64b8-41c1-81a3-9de9bd23ce08,Male,37,Vietnam,19,12.02,1,produce,Home,498.33
c93d19d6-3207-4887-99dd-5149c182f90d,Female,40,American Samoa,15,9.22,1,space,Clothing,64.72
ac769ec6-477b-4453-a1d7-e03bfaf334ac,Male,38,Morocco,4,22.67,0,four,Clothing,0.0
ed3c0310-c7dc-4de6-a61a-53dcc6496202,Male,65,Papua New Guinea,16,9.38,1,today,Electronics,417.15
08c415ee-a280-410b-ba7c-6402ee8819d2,Female,32,Saint Martin,12,6.61,0,base,Beauty,0.0
606a3349-bb4c-4888-abe9-bb8494685c56,Male,35,Zimbabwe,2,29.27,1,key,Clothing,320.75
b22e09ed-f494-4e70-84f1-2eb94baab00b,Female,24,Nigeria,1,17.86,1,Republican,Home,223.03
fd60198f-ec4a-42f2-9420-53b88728977f,Male,21,Cameroon,9,28.32,1,final,Electronics,411.95
f6cedf36-1791-4869-98b6-a48c4cd58108,Female,49,United Arab Emirates,3,17.95,0,such,Clothing,0.0
eabf98ca-3173-4442-b554-2ce78a7e90eb,Male,54,Western Sahara,10,3.93,0,check,Electronics,0.0
b61eff35-ed59-45d3-b032-7e03af83bf69,Female,56,Kuwait,20,24.04,0,attention,Beauty,0.0
f5a5c9ed-fbdf-4c57-8eba-95ef8a09ad8d,Female,46,Bolivia,15,9.97,1,walk,Books,286.47
19b2cff7-d52a-4414-b1f7-044c29fcf7af,Male,57,Fiji,4,28.51,0,safe,Clothing,0.0
483220b7-9eb9-4372-89ea-2e39d570e91e,Female,60,Comoros,3,5.98,0,challenge,Beauty,0.0
82b0b033-927e-4c2b-ac10-448c6a9a73b5,Male,28,Israel,1,13.14,1,would,Books,21.16
0f100665-5724-4248-9cdb-701046c7827e,Female,63,Morocco,10,21.54,1,professor,Electronics,345.26
98896e79-bca9-4a5d-bdcc-d1eb9c1c0f70,Female,58,Cyprus,19,20.34,0,exist,Home,0.0
1ff3094e-646f-4d94-960a-244e3c4c41f2,Male,52,Switzerland,8,19.96,1,way,Clothing,40.35
7cda1599-f20e-45ce-bd94-e90e982dda79,Male,37,Liechtenstein,20,22.85,1,Republican,Home,66.56
9a101f05-be43-4ded-af98-ae8ef44f60e8,Female,62,Iceland,13,28.37,1,four,Home,44.82
efe413ed-971b-4786-9662-244e2b938e56,Male,45,Togo,11,18.71,0,general,Electronics,0.0
1acf4bec-05f5-4dc0-a6dd-0d8b15ceeaa2,Male,61,Jordan,19,18.23,0,history,Books,0.0
4694fe95-fb65-488d-8953-9a5a4decf23a,Male,29,Paraguay,16,16.29,1,space,Books,94.84
c1e15ec1-8803-4e59-a136-5f40b4b8ae20,Female,58,Spain,16,29.12,1,as,Books,207.13
98c2f0b3-cace-421c-bab3-b6ef2dde65f8,Female,60,Lao People's Democratic Republic,4,25.95,1,see,Home,348.37
dd4c29c3-e9d2-4ef9-96bb-fa9404ddd42f,Female,60,Brunei Darussalam,13,24.69,0,share,Home,0.0
9f81d7ae-05c8-4321-8e3e-73225fbe88f2,Male,38,British Indian Ocean Territory (Chagos Archipelago),9,10.71,1,fund,Beauty,413.34
69c3aad8-6bb1-442d-bf41-9a4658b805ba,Male,60,Tanzania,18,14.67,0,whom,Clothing,0.0
5043e8b6-28d8-47e7-b2e4-0fe449bacd0b,Female,57,Sao Tome and Principe,16,19.32,0,involve,Clothing,0.0
f78d7fce-e911-470f-8a33-8ddea1a6fbc6,Female,53,Mauritania,5,27.94,1,share,Home,65.11
679082ca-b19f-41ec-b523-be12ed85351d,Male,63,French Southern Territories,6,10.36,0,test,Beauty,0.0
793d1aff-b1d0-4d29-9625-7e239c3177dc,Female,23,Sweden,8,29.78,0,skill,Home,0.0
f437c7d2-ac6d-4084-9531-9fd840f0b5e1,Male,59,United States Minor Outlying Islands,5,15.7,1,allow,Beauty,354.18
a463ab44-52a2-4c29-af30-6711a4f1c9c0,Female,48,Egypt,16,8.45,0,officer,Home,0.0
af66d46a-2ffb-4a8e-8ad7-92bbe459e4fd,Male,56,Saint Kitts and Nevis,17,22.77,0,feel,Electronics,0.0
d7768c95-1bc4-4d86-b08f-032012a347c7,Female,44,Reunion,11,28.13,1,pressure,Electronics,145.01
e9391fa4-088f-4a65-97a6-996c4efba4a1,Female,55,Saint Martin,19,29.97,1,year,Clothing,226.04
1bdb180f-3f08-4f1f-8fbe-c429b049d9a8,Female,40,Latvia,11,17.23,1,perform,Home,466.76
13d7b662-fef5-42d2-be47-8ee48f60b8eb,Male,62,Angola,8,17.8,0,off,Home,0.0
f3a12404-672c-4982-b8d5-9822b93aba29,Male,38,Hong Kong,16,21.6,1,training,Home,494.26
86a09cbf-f9ff-4df2-84a9-81ce9dff7b25,Male,49,South Georgia and the South Sandwich Islands,2,5.1,1,some,Electronics,437.72
4c20d032-2932-4a25-965b-5e9b5eb3f497,Female,24,Mozambique,17,27.45,0,tonight,Clothing,0.0
24bed3f1-d040-44e7-b206-863fa969e21a,Female,59,Palestinian Territory,5,3.63,1,land,Books,313.51
824841ab-3e95-4853-87a2-9f53eb6903bd,Female,59,United States of America,3,25.78,1,dog,Books,315.27
681ff116-c266-49ad-a928-e6e2558dfe1b,Female,52,Falkland Islands (Malvinas),2,19.1,0,lose,Books,0.0
09eda868-ef71-460e-ae62-3ead0b8bbb07,Male,65,Holy See (Vatican City State),3,13.87,0,direction,Electronics,0.0
9633af05-542d-415d-a7ee-3f3414abbc44,Female,28,Comoros,10,27.25,0,great,Books,0.0
067195c0-5d05-46ea-b6f3-9df9443eb655,Male,36,United States of America,12,12.18,0,allow,Clothing,0.0
919861b9-dbae-41f5-9516-a9f767cf14d5,Female,54,Oman,6,6.34,0,design,Beauty,0.0
e8119110-9459-47b6-9de8-aef023ae8c8d,Female,57,French Polynesia,8,15.68,0,whose,Clothing,0.0
f5cff27e-30dc-4017-9cc2-e19e139438a8,Female,58,Pitcairn Islands,9,14.6,0,music,Home,0.0
b1597dae-d1a1-4260-8253-c1b1ed024183,Female,61,Fiji,18,6.0,1,together,Books,493.89
c2a303d3-e212-453b-bc93-efce4bf5659e,Female,58,Cote d'Ivoire,14,21.17,1,order,Books,103.61
14aaba9d-195b-43ab-8d78-cec72ee4043e,Female,48,Samoa,4,8.26,1,member,Beauty,151.46
5a2c0e9a-7a5f-4482-b423-ee9f31bf7974,Female,19,Sri Lanka,13,9.32,0,agent,Beauty,0.0
82012cf5-c91d-4ff3-b44c-a8ec1c65efbb,Female,36,Madagascar,8,18.8,1,soldier,Clothing,320.13
0eedd649-d6b5-4095-a88d-5188cd985cf0,Female,61,Namibia,5,19.41,0,trouble,Books,0.0
4c2ae637-fb9c-4074-83e9-2c901210bbab,Female,20,Somalia,19,11.9,0,green,Electronics,0.0
30fcf4f8-05ae-4e52-bf31-0fb1d2588f0c,Female,38,Heard Island and McDonald Islands,14,6.51,0,might,Beauty,0.0
4b5b5606-bbe2-4a98-ab99-14489d52fcb6,Female,51,Denmark,17,27.53,0,vote,Books,0.0
6ccb7ef3-002a-42c0-b0fb-b8ea012da95b,Female,36,Indonesia,11,24.42,1,themselves,Electronics,74.67
3fa82666-779b-41e6-8d31-40ed06816927,Male,61,Morocco,13,29.07,1,remain,Electronics,396.39
256e0fd9-69bf-443e-bca8-20783d40cb21,Male,34,Uzbekistan,18,5.02,1,product,Books,294.36
1c25befa-ebe2-406f-8493-1664b0a6bd7d,Female,24,Colombia,8,14.94,1,smile,Beauty,114.58
9f69da85-e9ae-4e6b-b96a-9c61357a1ab9,Male,58,Congo,15,27.42,1,success,Home,62.75
9096fc7a-5764-49a5-b3f0-7f282f10c2bd,Male,20,Azerbaijan,10,29.88,0,source,Electronics,0.0
f0e2e8a4-5623-4d51-a247-df03d9374a21,Male,52,Gambia,5,12.58,1,picture,Beauty,212.47
a887357b-c55a-4c55-8394-f513f700f30f,Male,44,Serbia,4,25.26,1,such,Books,21.19
7817d609-ea90-4d25-bf7d-125cbbb49952,Female,31,Honduras,15,14.17,0,work,Books,0.0
66bade32-cd66-49c0-8574-371b254a09a0,Male,61,Peru,12,17.02,1,new,Electronics,202.08
f90e8b04-9b88-44e9-adfb-804526fc7336,Male,25,Bahamas,15,4.11,0,those,Beauty,0.0
1d2546ef-7d95-4e36-ae81-f7e6d3e8c75e,Male,21,Vanuatu,11,8.44,0,charge,Beauty,0.0
66b74297-6cd8-4418-93cf-56e70ccf467b,Male,22,Sweden,18,7.4,0,necessary,Clothing,0.0
35d180d1-0350-4c80-a499-e480f55468bb,Female,27,Reunion,20,1.58,0,middle,Clothing,0.0
26761515-c34e-4d22-8651-a559bbb62742,Female,29,Maldives,4,20.34,0,as,Clothing,0.0
51e7d8be-78e9-4218-99eb-7d02626e1c6e,Male,40,Congo,8,18.28,0,direction,Clothing,0.0
1155552b-8305-4f5b-85f8-fa12257d446b,Female,21,Guyana,5,22.64,0,maintain,Electronics,0.0
a08c7ddc-161c-488a-9c59-8322f477e195,Female,46,Mayotte,12,16.13,0,already,Home,0.0
5a456fd5-d5ef-471c-b8e1-c705dee64b04,Male,57,Brunei Darussalam,2,22.23,1,election,Home,323.45
8222d869-2809-40df-9ca8-0d8d63b388aa,Male,21,Finland,16,25.65,1,organization,Electronics,247.68
7706048b-7912-46c2-9592-2a6b85819779,Female,22,Bahamas,3,10.68,0,image,Electronics,0.0
be36f11c-028e-4357-8682-e45e9fb47e54,Male,35,Tanzania,20,19.54,1,network,Home,497.34
7551f966-5c91-42be-a5be-aeebbe84b8a8,Female,47,Guatemala,17,18.75,0,fight,Electronics,0.0
efa141fa-93c6-4ead-9966-258b41a6508f,Male,45,Czech Republic,15,26.81,1,sure,Books,414.57
340e714d-9e3b-4a73-a216-430f9700ae8c,Female,44,Denmark,4,10.41,1,add,Books,190.28
7a570a6f-1830-4e60-a915-83cee18922a0,Male,61,Heard Island and McDonald Islands,16,3.41,0,beautiful,Electronics,0.0
519bfb70-5804-40c6-b64a-df9063485651,Female,24,Guinea,12,24.64,0,remember,Beauty,0.0
8d57a46d-204f-43ce-bbe9-beba2be3ae7d,Female,60,Togo,4,13.21,1,experience,Electronics,484.36
f4aaab94-595b-4722-b4fd-2a5e504c3ce8,Female,40,Latvia,4,17.97,0,involve,Clothing,0.0
7c897d8a-483c-4a09-a821-94b0d8fb4825,Female,32,Burundi,4,11.48,1,apply,Electronics,382.49
abbabbc7-8bbb-48d5-af1f-06f0b22c1e45,Male,45,Congo,18,29.27,0,practice,Beauty,0.0
36ae3953-8286-42ed-b66d-2d15666e01b3,Female,19,Seychelles,6,9.29,1,hour,Books,178.76
f8b9f674-b649-4223-a7ad-5a56baa43642,Male,27,Palestinian Territory,19,20.23,0,step,Clothing,0.0
5e9e6681-bc53-474d-abf7-9100c6b2dbc0,Male,23,Zimbabwe,17,7.63,1,meeting,Home,173.74
ba784854-14b3-4045-9832-0bc6ad284fa6,Female,37,Mayotte,11,23.64,0,director,Electronics,0.0
c7c224f7-ffac-4a24-b19b-d9a87b4ea4e2,Male,28,Mayotte,20,2.92,0,return,Books,0.0
dcfb27e9-d08b-43b3-bf83-e22926cddd3c,Female,60,Norway,14,15.34,1,bar,Home,140.22
35b04c33-221a-4c43-b7a9-65ad92367155,Male,40,Pitcairn Islands,14,4.66,1,respond,Beauty,335.23
207920a7-523f-46d5-b38d-97c584a899cb,Male,32,Grenada,13,29.56,0,ok,Electronics,0.0
37b2fa44-1d55-4d21-ac0a-dec84921b7a0,Male,37,Tonga,7,23.37,1,mention,Books,167.42
d1b43da3-4796-4351-bbd9-e864d59d0e53,Male,49,Vanuatu,14,6.51,1,agree,Beauty,353.32
8b1a69a9-c5dc-4183-ad8a-4d10906893fa,Female,22,Aruba,13,26.06,0,soon,Home,0.0
6a7ee469-4721-4ed9-add2-d1540ccdc708,Male,47,Mozambique,3,26.07,1,write,Beauty,205.19
a4905ef5-8fd4-4727-8b37-13c97ebf6750,Female,36,Italy,4,13.04,1,issue,Clothing,401.65
102fce01-de2c-425e-bafe-270daa88e3c8,Female,62,Mongolia,12,4.01,0,will,Clothing,0.0
73d4702e-3654-40d0-9e2e-ba79c678afcc,Female,55,Botswana,13,16.43,1,nor,Books,374.17
94830c3d-23da-4dd4-b1f2-b73bad1f2e83,Male,39,Antigua and Barbuda,6,3.68,0,street,Beauty,0.0
1070f69b-b788-4d15-9ffa-1bf2d7f2ff58,Male,40,Rwanda,12,22.23,0,grow,Clothing,0.0
ed93d55d-4256-4d4a-a308-fdf331a733c4,Male,27,Kyrgyz Republic,9,7.12,0,national,Electronics,0.0
5816e133-8c7d-410f-ba76-89b90cc80b51,Male,58,Madagascar,16,14.72,1,peace,Beauty,323.28
371e8bcb-f2cd-4d44-a9a9-af95bd262269,Female,58,Romania,11,5.8,0,sense,Home,0.0
a1d78491-7c7e-475f-a4c3-fc2c858e4898,Female,58,Tokelau,10,24.2,0,dog,Books,0.0
681723cb-0909-4307-951b-28470c7b8ee5,Male,37,Taiwan,15,14.38,0,east,Books,0.0
8521fcec-00f1-418a-8b39-3f3095a623aa,Female,22,Papua New Guinea,3,19.03,1,list,Home,292.26
3f33dd4f-0a31-4df8-adf6-e3c2f622cab1,Male,46,Equatorial Guinea,19,20.08,1,news,Beauty,240.44
8d7128ab-549d-4ae7-985a-220980635fc5,Male,21,Comoros,15,4.45,1,practice,Electronics,254.75
28d5d9e3-d4f9-4ad4-817f-6f405a9d6bf5,Male,20,India,8,21.67,1,long,Beauty,263.76
b504c5af-25d5-433c-8449-cd987b721a23,Male,41,Gambia,12,27.66,1,indicate,Home,388.36
6279aeea-3817-4d0e-9710-ad5c430c6da8,Male,58,Mauritius,11,3.38,0,view,Beauty,0.0
58335035-843e-4bd4-967a-e70c0cf9b399,Female,36,Niger,9,22.13,0,man,Books,0.0
30d32ff6-f891-4e19-b949-d133489b9c27,Male,55,Russian Federation,5,27.63,1,series,Home,68.83
7c6c41ed-d769-449b-b4f1-4df9f9536279,Male,37,Tonga,18,12.24,1,indeed,Clothing,336.71
0eaa2fc8-a9e2-448b-8bdd-3805baf56bc6,Male,59,Iraq,14,15.99,0,political,Books,0.0
20804667-2030-4949-b8f2-267647b4bc69,Female,29,Burkina Faso,7,11.24,1,course,Clothing,117.14
0ff36d7b-d191-40c7-b63d-99d203cd353a,Male,27,Indonesia,3,9.93,0,pretty,Beauty,0.0
3294fc22-adda-4a4d-a48d-ea21d540811f,Male,60,Uganda,11,26.48,0,support,Beauty,0.0
b47d5530-0139-4470-90a0-ca9b38950a3d,Female,27,Madagascar,6,6.65,0,cell,Home,0.0
fc57b1a9-1f6e-4c77-acdf-70ed68dc462e,Male,44,Montenegro,12,20.78,0,value,Home,0.0
362eac21-a52c-4fd2-8bfd-609e2ea3e0ce,Female,65,Somalia,15,8.17,0,positive,Books,0.0
ce91d901-14fe-4df1-8311-217ad69a9a20,Female,30,Taiwan,12,20.83,1,as,Home,385.87
59edc267-7485-42d2-b1cb-c2e7347f5c59,Female,50,Cape Verde,17,13.43,0,generation,Clothing,0.0
9c5b7f7a-f23d-4b60-b4d5-5ff11d288bec,Male,34,Cambodia,2,19.77,1,way,Beauty,467.48
3fcaa4f9-b9b1-4163-a6d0-9a7359078001,Male,36,Lithuania,3,23.25,1,market,Home,453.13
a0c8c91d-6594-4ab9-8229-e74304eafb43,Male,45,China,3,28.47,0,drop,Home,0.0
75390363-fd8f-46f9-8530-0f501b0c0fd9,Female,19,Nigeria,14,3.02,1,night,Clothing,196.15
